Address,Postcode,X,Y,Recommendation,RecommendationCode,Date,Hash,LocalAuthority
"Unit 7, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Add time control to heating system.,EPC-H2,2010-09-17,172a05c14a0bebb3bef708a4a67e534349bef023fcc02ea78873bd8bc42db6b0,Manchester
"Unit 7, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2010-09-17,172a05c14a0bebb3bef708a4a67e534349bef023fcc02ea78873bd8bc42db6b0,Manchester
"Unit 1, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Some spaces have a significant risk of overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.,EPC-V1,2010-09-17,733541f94e3b2e1c4c71e366b483442b42a2f2adfd8f26f8a0c5a37f9c733438,Manchester
"Unit 2, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Add time control to heating system.,EPC-H2,2010-09-17,43b6ce267550a5070213597fdbaae05bd4e91344f4e92bacc93ab49538f90985,Manchester
"Unit 2, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2010-09-17,43b6ce267550a5070213597fdbaae05bd4e91344f4e92bacc93ab49538f90985,Manchester
"Unit 2, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Consider installing solar water heating.,EPC-R3,2010-09-17,43b6ce267550a5070213597fdbaae05bd4e91344f4e92bacc93ab49538f90985,Manchester
"Unit 7, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-H4,2010-09-17,172a05c14a0bebb3bef708a4a67e534349bef023fcc02ea78873bd8bc42db6b0,Manchester
"Unit 1, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Add optimum start/stop to the heating system.,EPC-H7,2010-09-17,733541f94e3b2e1c4c71e366b483442b42a2f2adfd8f26f8a0c5a37f9c733438,Manchester
"Unit 1, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2010-09-17,733541f94e3b2e1c4c71e366b483442b42a2f2adfd8f26f8a0c5a37f9c733438,Manchester
"Unit 2, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2010-09-17,43b6ce267550a5070213597fdbaae05bd4e91344f4e92bacc93ab49538f90985,Manchester
"Unit 1, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-H4,2010-09-17,733541f94e3b2e1c4c71e366b483442b42a2f2adfd8f26f8a0c5a37f9c733438,Manchester
"Unit 1, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2010-09-17,733541f94e3b2e1c4c71e366b483442b42a2f2adfd8f26f8a0c5a37f9c733438,Manchester
"Unit 7, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2010-09-17,172a05c14a0bebb3bef708a4a67e534349bef023fcc02ea78873bd8bc42db6b0,Manchester
"Unit 7, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,EPC-L2,2010-09-17,172a05c14a0bebb3bef708a4a67e534349bef023fcc02ea78873bd8bc42db6b0,Manchester
"Unit 2, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-H4,2010-09-17,43b6ce267550a5070213597fdbaae05bd4e91344f4e92bacc93ab49538f90985,Manchester
"Unit 1, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2010-09-17,733541f94e3b2e1c4c71e366b483442b42a2f2adfd8f26f8a0c5a37f9c733438,Manchester
"Unit 2, Sidcup Road",M239PH,-2.29306926036675,53.3914090573004,Some spaces have a significant risk of overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.,EPC-V1,2010-09-17,43b6ce267550a5070213597fdbaae05bd4e91344f4e92bacc93ab49538f90985,Manchester
"4 BAGULEY SHOPPING PRECINCT, 4, Petersfield Drive",M239PS,-2.30514334261743,53.3997204055882,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",EPC-V1,2015-06-30,a2b30497aee292adcf2951b1bf4fa3018f18c5f504dba33e8ec6036862f8ed43,Manchester
"4 BAGULEY SHOPPING PRECINCT, 4, Petersfield Drive",M239PS,-2.30514334261743,53.3997204055882,Consider installing an air source heat pump.,EPC-R5,2015-06-30,a2b30497aee292adcf2951b1bf4fa3018f18c5f504dba33e8ec6036862f8ed43,Manchester
"4 BAGULEY SHOPPING PRECINCT, 4, Petersfield Drive",M239PS,-2.30514334261743,53.3997204055882,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,EPC-E8,2015-06-30,a2b30497aee292adcf2951b1bf4fa3018f18c5f504dba33e8ec6036862f8ed43,Manchester
"31, Petersfield Drive",M239PS,-2.30514334261743,53.3997204055882,NA,NA,2016-07-13,852d3da890847f9d040746b20d30fae091e0f8485305f683c03e8fd8a3af02d2,Manchester
"Regans Fish Bar, 35 Petersfield Drive",M239PS,-2.30514334261743,53.3997204055882,NA,NA,2011-10-12,c7ee6694d6fcff6bef77241841fe8c984684055eaa2cbe9b59e8a1f24fe1dcd2,Manchester
"4 BAGULEY SHOPPING PRECINCT, 4, Petersfield Drive",M239PS,-2.30514334261743,53.3997204055882,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",EPC-E7,2015-06-30,a2b30497aee292adcf2951b1bf4fa3018f18c5f504dba33e8ec6036862f8ed43,Manchester
"4 BAGULEY SHOPPING PRECINCT, 4, Petersfield Drive",M239PS,-2.30514334261743,53.3997204055882,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2015-06-30,a2b30497aee292adcf2951b1bf4fa3018f18c5f504dba33e8ec6036862f8ed43,Manchester
"4 BAGULEY SHOPPING PRECINCT, 4, Petersfield Drive",M239PS,-2.30514334261743,53.3997204055882,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2015-06-30,a2b30497aee292adcf2951b1bf4fa3018f18c5f504dba33e8ec6036862f8ed43,Manchester
"4 BAGULEY SHOPPING PRECINCT, 4, Petersfield Drive",M239PS,-2.30514334261743,53.3997204055882,Replace 38mm diameter (T12) fluorescent tubes on failure with 26mm (T8) tubes.,EPC-L1,2015-06-30,a2b30497aee292adcf2951b1bf4fa3018f18c5f504dba33e8ec6036862f8ed43,Manchester
"Manchester Homecare Associates, 31a Petersfield Drive",M239PS,-2.30514334261743,53.3997204055882,NA,NA,2016-07-13,b8364ad82ff006c94beb22527267a3a6b32e98c4d9332a41a9356b8ed68fd742,Manchester
"Unit A2-A3, Southmoor Business Park",M239RA,-2.30002817347012,53.3973603289185,Add weather compensation controls to heating system.,EPC-H8,2011-05-27,82da2283492fc7ff3877208107bae05bebe4cfc3080d3f0ce4edd1f0b903fea8,Manchester
"Unit A3, Southmoor Business Park, Greeba Road",M239RA,-2.30002817347012,53.3973603289185,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2014-03-07,74548859edea9445e5b13dde4c8385566f7b1505f9a62150dd88c10468b6e331,Manchester
"Unit A2-A3, Southmoor Business Park",M239RA,-2.30002817347012,53.3973603289185,Add local temperature control to the heating system.,EPC-H6,2011-05-27,82da2283492fc7ff3877208107bae05bebe4cfc3080d3f0ce4edd1f0b903fea8,Manchester
"Unit A3, Southmoor Business Park, Greeba Road",M239RA,-2.30002817347012,53.3973603289185,Replace high-pressure mercury discharge lamps with plug-in SON replacements.,EPC-L3,2014-03-07,74548859edea9445e5b13dde4c8385566f7b1505f9a62150dd88c10468b6e331,Manchester
"Unit A2-A3, Southmoor Business Park",M239RA,-2.30002817347012,53.3973603289185,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2011-05-27,82da2283492fc7ff3877208107bae05bebe4cfc3080d3f0ce4edd1f0b903fea8,Manchester
"Unit A3, Southmoor Business Park, Greeba Road",M239RA,-2.30002817347012,53.3973603289185,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",EPC-V1,2014-03-07,74548859edea9445e5b13dde4c8385566f7b1505f9a62150dd88c10468b6e331,Manchester
"Unit A2-A3, Southmoor Business Park",M239RA,-2.30002817347012,53.3973603289185,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2011-05-27,82da2283492fc7ff3877208107bae05bebe4cfc3080d3f0ce4edd1f0b903fea8,Manchester
"Unit A2-A3, Southmoor Business Park",M239RA,-2.30002817347012,53.3973603289185,Consider installing solar water heating.,EPC-R3,2011-05-27,82da2283492fc7ff3877208107bae05bebe4cfc3080d3f0ce4edd1f0b903fea8,Manchester
"Unit A2-A3, Southmoor Business Park",M239RA,-2.30002817347012,53.3973603289185,"In some spaces, the solar gain limit in criterion 3 of ADL2A 2010 is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",EPC-V1,2011-05-27,82da2283492fc7ff3877208107bae05bebe4cfc3080d3f0ce4edd1f0b903fea8,Manchester
"Unit A3, Southmoor Business Park, Greeba Road",M239RA,-2.30002817347012,53.3973603289185,Add optimum start/stop to the heating system.,EPC-H7,2014-03-07,74548859edea9445e5b13dde4c8385566f7b1505f9a62150dd88c10468b6e331,Manchester
"Unit A3, Southmoor Business Park, Greeba Road",M239RA,-2.30002817347012,53.3973603289185,Consider installing building mounted wind turbine(s).,EPC-R2,2014-03-07,74548859edea9445e5b13dde4c8385566f7b1505f9a62150dd88c10468b6e331,Manchester
"Unit A3, Southmoor Business Park, Greeba Road",M239RA,-2.30002817347012,53.3973603289185,Replace high-pressure mercury discharge lamps with complete new lamp/gear SON (DL).,EPC-L6,2014-03-07,74548859edea9445e5b13dde4c8385566f7b1505f9a62150dd88c10468b6e331,Manchester
"Unit A3, Southmoor Business Park, Greeba Road",M239RA,-2.30002817347012,53.3973603289185,Add time control to heating system.,EPC-H2,2014-03-07,74548859edea9445e5b13dde4c8385566f7b1505f9a62150dd88c10468b6e331,Manchester
"Unit A3, Southmoor Business Park, Greeba Road",M239RA,-2.30002817347012,53.3973603289185,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2014-03-07,74548859edea9445e5b13dde4c8385566f7b1505f9a62150dd88c10468b6e331,Manchester
"Unit A2-A3, Southmoor Business Park",M239RA,-2.30002817347012,53.3973603289185,Add optimum start/stop to the heating system.,EPC-H7,2011-05-27,82da2283492fc7ff3877208107bae05bebe4cfc3080d3f0ce4edd1f0b903fea8,Manchester
"Unit A3, Southmoor Business Park, Greeba Road",M239RA,-2.30002817347012,53.3973603289185,Add local temperature control to the heating system.,EPC-H6,2014-03-07,74548859edea9445e5b13dde4c8385566f7b1505f9a62150dd88c10468b6e331,Manchester
"Unit A3, Southmoor Business Park, Greeba Road",M239RA,-2.30002817347012,53.3973603289185,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2014-03-07,74548859edea9445e5b13dde4c8385566f7b1505f9a62150dd88c10468b6e331,Manchester
"Unit A2, Southmoor Business Park, Greeba Road, Roundthorn Industrial Estate",M239RA,-2.30002817347012,53.3973603289185,NA,NA,2014-03-07,d5b40f62e82ad3017028d27f863188bd5fdbd92342df380ea21a75fa79ff016c,Manchester
"Unit A2-A3, Southmoor Business Park",M239RA,-2.30002817347012,53.3973603289185,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2011-05-27,82da2283492fc7ff3877208107bae05bebe4cfc3080d3f0ce4edd1f0b903fea8,Manchester
"Unit A3, Southmoor Business Park, Greeba Road",M239RA,-2.30002817347012,53.3973603289185,Add weather compensation controls to heating system.,EPC-H8,2014-03-07,74548859edea9445e5b13dde4c8385566f7b1505f9a62150dd88c10468b6e331,Manchester
1a Maple Road,M239RL,-2.31214229038826,53.4066146851643,NA,NA,2015-03-31,df187d506600c7a2afedf151c13a91a6bcdfacb567792ff38c956596e5332540,Manchester
"Ultra Electronics Airport Systems, The Oaks Business Park, Crewe Road",M239SS,-2.2990128969883,53.4048505267323,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2014-11-13,51e6038bdfa4c304d128a5037c37b83ec61efe424d0999b924084743b8dc449d,Manchester
"Ultra Electronics Airport Systems, The Oaks Business Park, Crewe Road",M239SS,-2.2990128969883,53.4048505267323,Add weather compensation controls to heating system.,EPC-H8,2014-11-13,51e6038bdfa4c304d128a5037c37b83ec61efe424d0999b924084743b8dc449d,Manchester
"Ultra Electronics Airport Systems, The Oaks Business Park, Crewe Road",M239SS,-2.2990128969883,53.4048505267323,Add optimum start/stop to the heating system.,EPC-H7,2014-11-13,51e6038bdfa4c304d128a5037c37b83ec61efe424d0999b924084743b8dc449d,Manchester
"Ultra Electronics Airport Systems, The Oaks Business Park, Crewe Road",M239SS,-2.2990128969883,53.4048505267323,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2014-11-13,51e6038bdfa4c304d128a5037c37b83ec61efe424d0999b924084743b8dc449d,Manchester
"Ultra Electronics Airport Systems, The Oaks Business Park, Crewe Road",M239SS,-2.2990128969883,53.4048505267323,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-C1,2014-11-13,51e6038bdfa4c304d128a5037c37b83ec61efe424d0999b924084743b8dc449d,Manchester
"Ultra Electronics Airport Systems, The Oaks Business Park, Crewe Road",M239SS,-2.2990128969883,53.4048505267323,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,EPC-H4,2014-11-13,51e6038bdfa4c304d128a5037c37b83ec61efe424d0999b924084743b8dc449d,Manchester
"Ultra Electronics Airport Systems, The Oaks Business Park, Crewe Road",M239SS,-2.2990128969883,53.4048505267323,Some windows have high U-values - consider installing secondary glazing.,EPC-E5,2014-11-13,51e6038bdfa4c304d128a5037c37b83ec61efe424d0999b924084743b8dc449d,Manchester
"Ultra Electronics Airport Systems, The Oaks Business Park, Crewe Road",M239SS,-2.2990128969883,53.4048505267323,Consider replacing heating boiler plant with a condensing type.,EPC-H3,2014-11-13,51e6038bdfa4c304d128a5037c37b83ec61efe424d0999b924084743b8dc449d,Manchester
"Ultra Electronics Airport Systems, The Oaks Business Park, Crewe Road",M239SS,-2.2990128969883,53.4048505267323,Some walls have uninsulated cavities - introduce cavity wall insulation.,EPC-E4,2014-11-13,51e6038bdfa4c304d128a5037c37b83ec61efe424d0999b924084743b8dc449d,Manchester
"Ultra Electronics Airport Systems, The Oaks Business Park, Crewe Road",M239SS,-2.2990128969883,53.4048505267323,Add local time control to heating system.,EPC-H5,2014-11-13,51e6038bdfa4c304d128a5037c37b83ec61efe424d0999b924084743b8dc449d,Manchester
"Danish Bacon Co Plc, Denmark House, Floats Road",M239WB,-2.29709110486078,53.3924058626313,NA,NA,2012-01-04,585244b7c984dbe25aba2a7734a21c7e9baf3f3afdf0900d3d05182b15e8c68c,Manchester
"Unit B1, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,Consider installing building mounted wind turbine(s).,EPC-R2,2012-07-05,6f2c5d073f022030b8b79032379252163d9d84e5accd1289bce83dea845ed63d,Manchester
"Unit F1, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",EPC-E7,2012-07-05,c5e475c8d4acd96c6a59f2df06a55ef8e5718ec81406826437d4e46225d92786,Manchester
"Unit F1, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,EPC-E8,2012-07-05,c5e475c8d4acd96c6a59f2df06a55ef8e5718ec81406826437d4e46225d92786,Manchester
"Unit B1, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2012-07-05,6f2c5d073f022030b8b79032379252163d9d84e5accd1289bce83dea845ed63d,Manchester
"Unit B1, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,Consider installing PV.,EPC-R4,2012-07-05,6f2c5d073f022030b8b79032379252163d9d84e5accd1289bce83dea845ed63d,Manchester
"Unit B1, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,Replace 38mm diameter (T12) fluorescent tubes on failure with 26mm (T8) tubes.,EPC-L1,2012-07-05,6f2c5d073f022030b8b79032379252163d9d84e5accd1289bce83dea845ed63d,Manchester
"Unit B1, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,Consider replacing heating boiler plant with a condensing type.,EPC-H3,2012-07-05,6f2c5d073f022030b8b79032379252163d9d84e5accd1289bce83dea845ed63d,Manchester
"Unit B1, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2012-07-05,6f2c5d073f022030b8b79032379252163d9d84e5accd1289bce83dea845ed63d,Manchester
"Unit F1, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,Consider installing PV.,EPC-R4,2012-07-05,c5e475c8d4acd96c6a59f2df06a55ef8e5718ec81406826437d4e46225d92786,Manchester
"Unit B1, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,Some glazing is poorly insulated. Replace/improve glazing and/or frames.,EPC-E8,2012-07-05,6f2c5d073f022030b8b79032379252163d9d84e5accd1289bce83dea845ed63d,Manchester
"Unit F1, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,EPC-L2,2012-07-05,c5e475c8d4acd96c6a59f2df06a55ef8e5718ec81406826437d4e46225d92786,Manchester
"Unit B1, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,Add weather compensation controls to heating system.,EPC-H8,2012-07-05,6f2c5d073f022030b8b79032379252163d9d84e5accd1289bce83dea845ed63d,Manchester
"Unit B2, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,NA,NA,2012-07-05,3141624b05c30db353cb8303fbd7c7f7f1ae1cc5911ff75444a32cd09fcdd0c2,Manchester
"Unit F1, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,Consider replacing T8 lamps with retrofit T5 conversion kit.,EPC-L5,2012-07-05,c5e475c8d4acd96c6a59f2df06a55ef8e5718ec81406826437d4e46225d92786,Manchester
"Unit F1, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,Add optimum start/stop to the heating system.,EPC-H7,2012-07-05,c5e475c8d4acd96c6a59f2df06a55ef8e5718ec81406826437d4e46225d92786,Manchester
"Unit B1, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",EPC-E7,2012-07-05,6f2c5d073f022030b8b79032379252163d9d84e5accd1289bce83dea845ed63d,Manchester
"Unit B1, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,Add local time control to heating system.,EPC-H5,2012-07-05,6f2c5d073f022030b8b79032379252163d9d84e5accd1289bce83dea845ed63d,Manchester
"Unit F1, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,EPC-L7,2012-07-05,c5e475c8d4acd96c6a59f2df06a55ef8e5718ec81406826437d4e46225d92786,Manchester
"Unit B1, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,Consider installing solar water heating.,EPC-R3,2012-07-05,6f2c5d073f022030b8b79032379252163d9d84e5accd1289bce83dea845ed63d,Manchester
"Unit F1, Ennis Close",M239WL,-2.29802984541781,53.3911720589108,Consider installing building mounted wind turbine(s).,EPC-R2,2012-07-05,c5e475c8d4acd96c6a59f2df06a55ef8e5718ec81406826437d4e46225d92786,Manchester
